,alightings,boardings,cross_street,daytype,location,month,on_street,routes,stop_id
0,150.0,183.4,AUSTIN,Weekday,"{'type': 'Point', 'coordinates': [-87.77410482, 41.87632184]}",2012-10-01T00:00:00.000,JACKSON,126,1
1,0.2,5.3,MAYFIELD (EXTENDED),Weekday,"{'type': 'Point', 'coordinates': [-87.77131794, 41.87706679]}",2012-10-01T00:00:00.000,JACKSON,126,2
2,0.7,8.3,MENARD,Weekday,"{'type': 'Point', 'coordinates': [-87.76975039, 41.87695725]}",2012-10-01T00:00:00.000,JACKSON,126,3
3,3.0,17.9,5700 WEST,Weekday,"{'type': 'Point', 'coordinates': [-87.76745055, 41.87702418]}",2012-10-01T00:00:00.000,JACKSON,126,4
4,11.2,74.0,LOTUS,Weekday,"{'type': 'Point', 'coordinates': [-87.761446, 41.876513]}",2012-10-01T00:00:00.000,JACKSON,126,6
5,2.5,14.3,5351 WEST,Weekday,"{'type': 'Point', 'coordinates': [-87.75892544, 41.87655197]}",2012-10-01T00:00:00.000,JACKSON,126,7
6,14.1,62.4,LOCKWOOD,Weekday,"{'type': 'Point', 'coordinates': [-87.757313, 41.876564]}",2012-10-01T00:00:00.000,JACKSON,126,8
7,0.0,0.1,LARAMIE,Weekday,"{'type': 'Point', 'coordinates': [-87.75461526, 41.87659463]}",2012-10-01T00:00:00.000,JACKSON,126,9
8,0.0,0.0,LAVERGNE,Weekday,"{'type': 'Point', 'coordinates': [-87.74912362, 41.87662062]}",2012-10-01T00:00:00.000,JACKSON,126,12
9,0.0,0.0,4849 WEST,Weekday,"{'type': 'Point', 'coordinates': [-87.74701737, 41.87668892]}",2012-10-01T00:00:00.000,JACKSON,126,13
10,145.2,530.5,CICERO,Weekday,"{'type': 'Point', 'coordinates': [-87.74483066, 41.87676314]}",2012-10-01T00:00:00.000,JACKSON,126,14
11,13.1,51.6,KILPATRICK,Weekday,"{'type': 'Point', 'coordinates': [-87.74254901, 41.87682975]}",2012-10-01T00:00:00.000,JACKSON,126,15
12,8.1,16.2,KENTON,Weekday,"{'type': 'Point', 'coordinates': [-87.74058525, 41.87683358]}",2012-10-01T00:00:00.000,JACKSON,126,16
13,5.2,17.9,KOLMAR,Weekday,"{'type': 'Point', 'coordinates': [-87.73934698, 41.87685748]}",2012-10-01T00:00:00.000,JACKSON,126,17
14,29.6,56.4,KILBOURN,Weekday,"{'type': 'Point', 'coordinates': [-87.73761421, 41.87688572]}",2012-10-01T00:00:00.000,JACKSON,126,18
15,28.2,95.1,KOSTNER,Weekday,"{'type': 'Point', 'coordinates': [-87.73515882, 41.87691497]}",2012-10-01T00:00:00.000,JACKSON,126,19
16,31.0,56.3,KILDARE,Weekday,"{'type': 'Point', 'coordinates': [-87.73265, 41.876933]}",2012-10-01T00:00:00.000,JACKSON,126,20
17,21.5,49.4,KEELER,Weekday,"{'type': 'Point', 'coordinates': [-87.7302, 41.876963]}",2012-10-01T00:00:00.000,JACKSON,126,21
18,36.1,25.1,KARLOV,Weekday,"{'type': 'Point', 'coordinates': [-87.72780787, 41.8770066]}",2012-10-01T00:00:00.000,JACKSON,126,22
19,122.0,239.9,PULASKI,Weekday,"{'type': 'Point', 'coordinates': [-87.72532923, 41.87704003]}",2012-10-01T00:00:00.000,JACKSON,126,23
20,16.6,32.1,SPRINGFIELD,Weekday,"{'type': 'Point', 'coordinates': [-87.72295441, 41.87706855]}",2012-10-01T00:00:00.000,JACKSON,126,24
21,54.6,60.3,HAMLIN,Weekday,"{'type': 'Point', 'coordinates': [-87.72082664, 41.87708065]}",2012-10-01T00:00:00.000,JACKSON,126,25
22,41.3,40.1,CENTRAL PARK,Weekday,"{'type': 'Point', 'coordinates': [-87.7154772, 41.87714182]}",2012-10-01T00:00:00.000,JACKSON,126,26
23,17.4,13.1,ST. LOUIS,Weekday,"{'type': 'Point', 'coordinates': [-87.713241, 41.877181]}",2012-10-01T00:00:00.000,JACKSON,126,27
24,35.3,9.8,SPAULDING,Weekday,"{'type': 'Point', 'coordinates': [-87.70827664, 41.87723116]}",2012-10-01T00:00:00.000,JACKSON,126,29
25,148.7,161.5,KEDZIE,Weekday,"{'type': 'Point', 'coordinates': [-87.70577393, 41.87725804]}",2012-10-01T00:00:00.000,JACKSON,126,30
26,28.0,20.1,ALBANY,Weekday,"{'type': 'Point', 'coordinates': [-87.703323, 41.877288]}",2012-10-01T00:00:00.000,JACKSON,126,31
27,34.6,54.8,SACRAMENTO,Weekday,"{'type': 'Point', 'coordinates': [-87.700867, 41.877318]}",2012-10-01T00:00:00.000,JACKSON,126,32
28,80.9,56.7,FRANCISCO,Weekday,"{'type': 'Point', 'coordinates': [-87.69841, 41.877348]}",2012-10-01T00:00:00.000,JACKSON,126,33
29,81.8,105.4,CALIFORNIA,Weekday,"{'type': 'Point', 'coordinates': [-87.69595515, 41.87737082]}",2012-10-01T00:00:00.000,JACKSON,126,34
30,16.8,30.8,WASHTENAW,Weekday,"{'type': 'Point', 'coordinates': [-87.69355299, 41.87739943]}",2012-10-01T00:00:00.000,JACKSON,126,35
31,8.3,8.4,2609 WEST alley,Weekday,"{'type': 'Point', 'coordinates': [-87.69165753, 41.8774236]}",2012-10-01T00:00:00.000,JACKSON,126,36
32,97.1,81.3,WESTERN,Weekday,"{'type': 'Point', 'coordinates': [-87.686093, 41.877478]}",2012-10-01T00:00:00.000,JACKSON,126,38
33,148.6,26.6,OAKLEY,Weekday,"{'type': 'Point', 'coordinates': [-87.683652, 41.877496]}",2012-10-01T00:00:00.000,JACKSON,126,39
34,20.4,36.1,LEAVITT,Weekday,"{'type': 'Point', 'coordinates': [-87.68127094, 41.87754396]}",2012-10-01T00:00:00.000,JACKSON,126,40
35,85.3,32.0,HOYNE,Weekday,"{'type': 'Point', 'coordinates': [-87.67873587, 41.87739502]}",2012-10-01T00:00:00.000,JACKSON,126,41
36,92.9,60.7,DAMEN,Weekday,"{'type': 'Point', 'coordinates': [-87.67667235, 41.877421]}",2012-10-01T00:00:00.000,JACKSON,126,42
37,38.6,50.7,CONGRESS,Weekday,"{'type': 'Point', 'coordinates': [-87.67664239, 41.87513747]}",2012-10-01T00:00:00.000,DAMEN,"50,126",44
38,1.5,1.0,WOOD,Weekday,"{'type': 'Point', 'coordinates': [-87.671334, 41.874059]}",2012-10-01T00:00:00.000,HARRISON,126,48
39,4.3,1.6,PAULINA,Weekday,"{'type': 'Point', 'coordinates': [-87.669231, 41.87409]}",2012-10-01T00:00:00.000,HARRISON,"126, 755",49
40,27.0,14.8,CONGRESS,Weekday,"{'type': 'Point', 'coordinates': [-87.66643194, 41.87508698]}",2012-10-01T00:00:00.000,ASHLAND,"9,126",50
41,260.7,100.9,VAN BUREN,Weekday,"{'type': 'Point', 'coordinates': [-87.66651521, 41.87655158]}",2012-10-01T00:00:00.000,ASHLAND,"9,126",51
42,229.0,82.8,1900 W.(MALCOLM X COLL.),Weekday,"{'type': 'Point', 'coordinates': [-87.67402389, 41.87743988]}",2012-10-01T00:00:00.000,JACKSON,126,52
43,26.8,23.6,OGDEN,Weekday,"{'type': 'Point', 'coordinates': [-87.67103731, 41.87748733]}",2012-10-01T00:00:00.000,JACKSON,126,53
44,35.0,34.7,PAULINA,Weekday,"{'type': 'Point', 'coordinates': [-87.66899047, 41.8775244]}",2012-10-01T00:00:00.000,JACKSON,126,54
45,88.8,61.9,ASHLAND,Weekday,"{'type': 'Point', 'coordinates': [-87.66689065, 41.87755467]}",2012-10-01T00:00:00.000,JACKSON,126,55
46,27.1,66.6,LAFLIN,Weekday,"{'type': 'Point', 'coordinates': [-87.664068, 41.87759]}",2012-10-01T00:00:00.000,JACKSON,126,56
47,15.6,9.9,LOOMIS,Weekday,"{'type': 'Point', 'coordinates': [-87.661652, 41.877634]}",2012-10-01T00:00:00.000,JACKSON,126,57
48,41.9,96.0,RACINE,Weekday,"{'type': 'Point', 'coordinates': [-87.65677916, 41.87772931]}",2012-10-01T00:00:00.000,JACKSON,126,59
49,6.5,24.9,ABERDEEN,Weekday,"{'type': 'Point', 'coordinates': [-87.654338, 41.877751]}",2012-10-01T00:00:00.000,JACKSON,126,60
50,15.3,36.9,MORGAN,Weekday,"{'type': 'Point', 'coordinates': [-87.65169869, 41.87780698]}",2012-10-01T00:00:00.000,JACKSON,126,61
51,83.0,69.7,PEORIA,Weekday,"{'type': 'Point', 'coordinates': [-87.64946073, 41.87784819]}",2012-10-01T00:00:00.000,JACKSON,126,63
52,45.8,42.0,HALSTED,Weekday,"{'type': 'Point', 'coordinates': [-87.64696658, 41.8778898]}",2012-10-01T00:00:00.000,JACKSON,126,64
53,103.6,66.7,DESPLAINES,Weekday,"{'type': 'Point', 'coordinates': [-87.64375065, 41.87792686]}",2012-10-01T00:00:00.000,JACKSON,126,65
54,5.1,443.1,CANAL,Weekday,"{'type': 'Point', 'coordinates': [-87.639776, 41.877997]}",2012-10-01T00:00:00.000,JACKSON,"121,123",67
55,185.4,118.4,FINANCIAL PLACE,Weekday,"{'type': 'Point', 'coordinates': [-87.632868, 41.878081]}",2012-10-01T00:00:00.000,JACKSON,"1,7,X28,126,129,130,132,151",69
56,476.9,208.5,DEARBORN,Weekday,"{'type': 'Point', 'coordinates': [-87.629467, 41.878121]}",2012-10-01T00:00:00.000,JACKSON,"1,7,X28,126,129,130,151",70
57,750.2,200.5,STATE,Weekday,"{'type': 'Point', 'coordinates': [-87.627899, 41.878141]}",2012-10-01T00:00:00.000,JACKSON,"1,7,X28,126,129,130",71
58,494.5,97.7,WABASH,Weekday,"{'type': 'Point', 'coordinates': [-87.625752, 41.878208]}",2012-10-01T00:00:00.000,JACKSON,"1,7,X28,126,129",72
59,921.5,965.5,betw. VAN BUREN & CONGRES,Weekday,"{'type': 'Point', 'coordinates': [-87.624396, 41.876271]}",2012-10-01T00:00:00.000,MICHIGAN,"1,3,4,7,J14,26,X28,126,129,132,143,147,148",73
60,250.3,138.8,MICHIGAN,Weekday,"{'type': 'Point', 'coordinates': [-87.62355113, 41.87485809]}",2012-10-01T00:00:00.000,CONGRESS PLAZA,"7,126,132,143,147",74
61,90.8,290.4,VAN BUREN,Weekday,"{'type': 'Point', 'coordinates': [-87.62416, 41.87669]}",2012-10-01T00:00:00.000,MICHIGAN,"1,7,X28,126,129",75
62,1794.2,427.4,JACKSON,Weekday,"{'type': 'Point', 'coordinates': [-87.624193, 41.878135]}",2012-10-01T00:00:00.000,MICHIGAN,"3,4,6,J14,26,143",76
63,752.4,857.7,WABASH,Weekday,"{'type': 'Point', 'coordinates': [-87.625884, 41.879575]}",2012-10-01T00:00:00.000,ADAMS,"1,7,X28,126,129,151",77
64,1172.2,343.9,WELLS,Weekday,"{'type': 'Point', 'coordinates': [-87.634024, 41.879426]}",2012-10-01T00:00:00.000,ADAMS,"1,7,X28,126,129,130,134,135,136,151,156",80
65,12.1,11.8,JEFFERSON,Weekday,"{'type': 'Point', 'coordinates': [-87.642319, 41.876778]}",2012-10-01T00:00:00.000,VAN BUREN,"125,126",86
66,14.7,15.3,DESPLAINES,Weekday,"{'type': 'Point', 'coordinates': [-87.643782, 41.87676]}",2012-10-01T00:00:00.000,VAN BUREN,126,87
67,54.0,51.2,HALSTED,Weekday,"{'type': 'Point', 'coordinates': [-87.647048, 41.876726]}",2012-10-01T00:00:00.000,VAN BUREN,126,88
68,51.2,17.5,PEORIA,Weekday,"{'type': 'Point', 'coordinates': [-87.649401, 41.876682]}",2012-10-01T00:00:00.000,VAN BUREN,126,89
69,28.8,15.9,ABERDEEN,Weekday,"{'type': 'Point', 'coordinates': [-87.6544072, 41.87661688]}",2012-10-01T00:00:00.000,VAN BUREN,126,92
70,40.9,25.8,RACINE,Weekday,"{'type': 'Point', 'coordinates': [-87.65680352, 41.87657583]}",2012-10-01T00:00:00.000,VAN BUREN,126,93
71,45.7,14.9,THROOP,Weekday,"{'type': 'Point', 'coordinates': [-87.65932106, 41.87652937]}",2012-10-01T00:00:00.000,VAN BUREN,126,94
72,33.2,13.1,LAFLIN,Weekday,"{'type': 'Point', 'coordinates': [-87.66410017, 41.87644665]}",2012-10-01T00:00:00.000,VAN BUREN,126,96
73,59.6,94.2,ASHLAND,Weekday,"{'type': 'Point', 'coordinates': [-87.66647087, 41.87640948]}",2012-10-01T00:00:00.000,VAN BUREN,126,97
74,26.8,28.4,OGDEN,Weekday,"{'type': 'Point', 'coordinates': [-87.67187647, 41.87632903]}",2012-10-01T00:00:00.000,VAN BUREN,126,99
75,108.4,153.8,1900 W.(MALCOLM X COLL.),Weekday,"{'type': 'Point', 'coordinates': [-87.674057, 41.876242]}",2012-10-01T00:00:00.000,VAN BUREN,126,100
76,16.0,24.0,DAMEN,Weekday,"{'type': 'Point', 'coordinates': [-87.676072, 41.87624]}",2012-10-01T00:00:00.000,VAN BUREN,126,101
77,0.4,0.3,PAULINA,Weekday,"{'type': 'Point', 'coordinates': [-87.66897, 41.87421]}",2012-10-01T00:00:00.000,HARRISON,"126, 755",103
78,332.4,237.6,OGDEN,Weekday,"{'type': 'Point', 'coordinates': [-87.67454701, 41.8741415]}",2012-10-01T00:00:00.000,HARRISON,"7,126",107
79,49.4,61.5,DAMEN,Weekday,"{'type': 'Point', 'coordinates': [-87.67632053, 41.87410934]}",2012-10-01T00:00:00.000,HARRISON,"7,126",108
80,187.7,163.9,JACKSON,Weekday,"{'type': 'Point', 'coordinates': [-87.67635136, 41.87740942]}",2012-10-01T00:00:00.000,DAMEN,50,111
81,9.3,8.6,ROCKWELL,Weekday,"{'type': 'Point', 'coordinates': [-87.69097077, 41.87755894]}",2012-10-01T00:00:00.000,JACKSON,126,118
82,41.4,24.0,WASHTENAW,Weekday,"{'type': 'Point', 'coordinates': [-87.69403232, 41.87752503]}",2012-10-01T00:00:00.000,JACKSON,126,119
83,98.5,95.3,CALIFORNIA,Weekday,"{'type': 'Point', 'coordinates': [-87.69648347, 41.87749585]}",2012-10-01T00:00:00.000,JACKSON,126,120
84,57.5,64.2,FRANCISCO,Weekday,"{'type': 'Point', 'coordinates': [-87.6987788, 41.87747326]}",2012-10-01T00:00:00.000,JACKSON,126,121
85,60.3,44.1,SACRAMENTO,Weekday,"{'type': 'Point', 'coordinates': [-87.70133446, 41.87744329]}",2012-10-01T00:00:00.000,JACKSON,126,122
86,31.1,17.5,ALBANY,Weekday,"{'type': 'Point', 'coordinates': [-87.70378269, 41.87740982]}",2012-10-01T00:00:00.000,JACKSON,126,123
87,129.8,190.4,KEDZIE,Weekday,"{'type': 'Point', 'coordinates': [-87.70627812, 41.87739519]}",2012-10-01T00:00:00.000,JACKSON,126,124
88,15.8,5.3,SPAULDING,Weekday,"{'type': 'Point', 'coordinates': [-87.70855292, 41.8773701]}",2012-10-01T00:00:00.000,JACKSON,126,125
89,104.5,87.1,HOMAN,Weekday,"{'type': 'Point', 'coordinates': [-87.71111733, 41.87735315]}",2012-10-01T00:00:00.000,JACKSON,126,126
90,23.6,11.5,ST. LOUIS,Weekday,"{'type': 'Point', 'coordinates': [-87.71365567, 41.87730566]}",2012-10-01T00:00:00.000,JACKSON,126,127
91,26.9,35.7,JACKSON,Weekday,"{'type': 'Point', 'coordinates': [-87.7158695, 41.87701673]}",2012-10-01T00:00:00.000,CENTRAL PARK,126,128
92,51.2,27.5,HAMLIN,Weekday,"{'type': 'Point', 'coordinates': [-87.72104802, 41.8772105]}",2012-10-01T00:00:00.000,JACKSON,126,129
93,51.4,12.1,SPRINGFIELD,Weekday,"{'type': 'Point', 'coordinates': [-87.72332492, 41.8771684]}",2012-10-01T00:00:00.000,JACKSON,126,130
94,165.1,133.5,PULASKI,Weekday,"{'type': 'Point', 'coordinates': [-87.72579473, 41.87713666]}",2012-10-01T00:00:00.000,JACKSON,126,131
95,37.9,18.8,KARLOV,Weekday,"{'type': 'Point', 'coordinates': [-87.72819551, 41.87710765]}",2012-10-01T00:00:00.000,JACKSON,126,132
96,35.0,16.0,KEELER,Weekday,"{'type': 'Point', 'coordinates': [-87.73064873, 41.87707727]}",2012-10-01T00:00:00.000,JACKSON,126,133
97,65.8,25.8,KILDARE,Weekday,"{'type': 'Point', 'coordinates': [-87.73310614, 41.8770945]}",2012-10-01T00:00:00.000,JACKSON,126,134
98,76.4,27.0,KOSTNER,Weekday,"{'type': 'Point', 'coordinates': [-87.73555571, 41.87701751]}",2012-10-01T00:00:00.000,JACKSON,126,135
99,57.2,18.5,KILBOURN,Weekday,"{'type': 'Point', 'coordinates': [-87.737991, 41.87698719]}",2012-10-01T00:00:00.000,JACKSON,126,136
100,14.2,4.6,KOLMAR,Weekday,"{'type': 'Point', 'coordinates': [-87.73943465, 41.87696338]}",2012-10-01T00:00:00.000,JACKSON,126,137
101,15.2,5.0,KENTON,Weekday,"{'type': 'Point', 'coordinates': [-87.74069588, 41.87696546]}",2012-10-01T00:00:00.000,JACKSON,126,138
102,242.1,38.9,KILPATRICK,Weekday,"{'type': 'Point', 'coordinates': [-87.74280741, 41.87692666]}",2012-10-01T00:00:00.000,JACKSON,126,139
103,1.7,0.2,CICERO,Weekday,"{'type': 'Point', 'coordinates': [-87.74541898, 41.87685893]}",2012-10-01T00:00:00.000,JACKSON,126,140
104,0.0,0.0,4900 WEST,Weekday,"{'type': 'Point', 'coordinates': [-87.74713903, 41.87682102]}",2012-10-01T00:00:00.000,JACKSON,126,141
105,0.0,0.0,LAVERGNE,Weekday,"{'type': 'Point', 'coordinates': [-87.74934028, 41.87680393]}",2012-10-01T00:00:00.000,JACKSON,126,142
106,0.0,0.0,5056 WEST,Weekday,"{'type': 'Point', 'coordinates': [-87.75161217, 41.87675729]}",2012-10-01T00:00:00.000,JACKSON,126,143
107,0.0,0.0,LEAMINGTON,Weekday,"{'type': 'Point', 'coordinates': [-87.75353528, 41.87672858]}",2012-10-01T00:00:00.000,JACKSON,126,144
108,172.9,59.1,LARAMIE,Weekday,"{'type': 'Point', 'coordinates': [-87.75523999, 41.87673038]}",2012-10-01T00:00:00.000,JACKSON,126,145
109,92.0,14.3,LOCKWOOD,Weekday,"{'type': 'Point', 'coordinates': [-87.75782934, 41.8766768]}",2012-10-01T00:00:00.000,JACKSON,126,146
110,31.7,4.8,5400 WEST,Weekday,"{'type': 'Point', 'coordinates': [-87.75967824, 41.87664899]}",2012-10-01T00:00:00.000,JACKSON,126,147
111,90.9,13.4,LOTUS,Weekday,"{'type': 'Point', 'coordinates': [-87.76154549, 41.87661212]}",2012-10-01T00:00:00.000,JACKSON,126,148
112,191.3,15.9,CENTRAL,Weekday,"{'type': 'Point', 'coordinates': [-87.76459825, 41.87660365]}",2012-10-01T00:00:00.000,JACKSON,126,149
113,17.7,1.5,5700 WEST,Weekday,"{'type': 'Point', 'coordinates': [-87.76801292, 41.87716981]}",2012-10-01T00:00:00.000,JACKSON,126,150
114,6.8,0.1,MENARD,Weekday,"{'type': 'Point', 'coordinates': [-87.76974453, 41.8771099]}",2012-10-01T00:00:00.000,JACKSON,126,151
115,5.2,0.2,MAYFIELD,Weekday,"{'type': 'Point', 'coordinates': [-87.7713027, 41.87723809]}",2012-10-01T00:00:00.000,JACKSON,126,152
116,0.8,174.2,CENTRAL,Weekday,"{'type': 'Point', 'coordinates': [-87.76479999, 41.872683]}",2012-10-01T00:00:00.000,HARRISON,7,153
117,1.9,43.4,LOTUS,Weekday,"{'type': 'Point', 'coordinates': [-87.761654, 41.872803]}",2012-10-01T00:00:00.000,HARRISON,7,154
118,1.3,10.4,5400 WEST,Weekday,"{'type': 'Point', 'coordinates': [-87.759367, 41.8729]}",2012-10-01T00:00:00.000,HARRISON,7,155
119,10.8,35.6,LOCKWOOD,Weekday,"{'type': 'Point', 'coordinates': [-87.75752, 41.872855]}",2012-10-01T00:00:00.000,HARRISON,7,156
120,19.1,96.9,LARAMIE,Weekday,"{'type': 'Point', 'coordinates': [-87.75449102, 41.87288253]}",2012-10-01T00:00:00.000,HARRISON,7,157
121,14.6,67.2,LEAMINGTON,Weekday,"{'type': 'Point', 'coordinates': [-87.75318511, 41.87289309]}",2012-10-01T00:00:00.000,HARRISON,7,158
122,13.1,29.7,LAVERGNE,Weekday,"{'type': 'Point', 'coordinates': [-87.74920832, 41.87300185]}",2012-10-01T00:00:00.000,HARRISON,7,159
123,64.2,136.5,CICERO,Weekday,"{'type': 'Point', 'coordinates': [-87.74514556, 41.87306462]}",2012-10-01T00:00:00.000,HARRISON,7,160
124,4.5,13.6,KILPATRICK,Weekday,"{'type': 'Point', 'coordinates': [-87.742661, 41.873099]}",2012-10-01T00:00:00.000,HARRISON,7,161
125,1.6,3.5,4630 WEST,Weekday,"{'type': 'Point', 'coordinates': [-87.740893, 41.873198]}",2012-10-01T00:00:00.000,HARRISON,7,162
126,5.5,5.5,KOLMAR (east leg),Weekday,"{'type': 'Point', 'coordinates': [-87.739488, 41.873205]}",2012-10-01T00:00:00.000,HARRISON,7,163
127,9.3,8.8,KILBOURN (west leg),Weekday,"{'type': 'Point', 'coordinates': [-87.73794849, 41.87321343]}",2012-10-01T00:00:00.000,HARRISON,7,164
128,15.1,27.6,KOSTNER,Weekday,"{'type': 'Point', 'coordinates': [-87.73549587, 41.87376435]}",2012-10-01T00:00:00.000,HARRISON,7,165
129,19.0,33.7,LEXINGTON,Weekday,"{'type': 'Point', 'coordinates': [-87.735223, 41.871629]}",2012-10-01T00:00:00.000,KOSTNER,7,166
130,5.8,12.2,KOSTNER,Weekday,"{'type': 'Point', 'coordinates': [-87.73495185, 41.87026275]}",2012-10-01T00:00:00.000,FIFTH AVENUE,7,167
131,8.6,20.4,KILDARE,Weekday,"{'type': 'Point', 'coordinates': [-87.73270091, 41.87089987]}",2012-10-01T00:00:00.000,FIFTH AVENUE,7,168
132,11.9,15.3,KEELER,Weekday,"{'type': 'Point', 'coordinates': [-87.730102, 41.8716]}",2012-10-01T00:00:00.000,FIFTH AVENUE,7,169
133,12.9,11.0,KARLOV,Weekday,"{'type': 'Point', 'coordinates': [-87.727603, 41.872297]}",2012-10-01T00:00:00.000,FIFTH AVENUE,7,170
134,97.0,102.4,PULASKI,Weekday,"{'type': 'Point', 'coordinates': [-87.72557064, 41.87289549]}",2012-10-01T00:00:00.000,FIFTH AVENUE,7,171
135,8.1,12.5,SPRINGFIELD,Weekday,"{'type': 'Point', 'coordinates': [-87.723087, 41.873419]}",2012-10-01T00:00:00.000,HARRISON,7,172
136,32.8,50.6,INDEPENDENCE,Weekday,"{'type': 'Point', 'coordinates': [-87.719565, 41.873457]}",2012-10-01T00:00:00.000,HARRISON,7,174
137,19.2,11.2,LAWNDALE,Weekday,"{'type': 'Point', 'coordinates': [-87.718216, 41.873469]}",2012-10-01T00:00:00.000,HARRISON,7,175
138,9.5,7.5,ST. LOUIS,Weekday,"{'type': 'Point', 'coordinates': [-87.713327, 41.873541]}",2012-10-01T00:00:00.000,HARRISON,7,177
139,89.9,78.6,HOMAN,Weekday,"{'type': 'Point', 'coordinates': [-87.71088, 41.873566]}",2012-10-01T00:00:00.000,HARRISON,7,178
140,5.1,2.8,SPAULDING,Weekday,"{'type': 'Point', 'coordinates': [-87.708461, 41.873602]}",2012-10-01T00:00:00.000,HARRISON,7,179
141,14.5,16.6,ALBANY,Weekday,"{'type': 'Point', 'coordinates': [-87.70351379, 41.87365176]}",2012-10-01T00:00:00.000,HARRISON,7,181
142,84.5,64.2,SACRAMENTO,Weekday,"{'type': 'Point', 'coordinates': [-87.70104879, 41.87368976]}",2012-10-01T00:00:00.000,HARRISON,7,182
143,30.6,18.7,FRANCISCO,Weekday,"{'type': 'Point', 'coordinates': [-87.698661, 41.873716]}",2012-10-01T00:00:00.000,HARRISON,7,183
144,10.3,43.4,WASHTENAW,Weekday,"{'type': 'Point', 'coordinates': [-87.693779, 41.873755]}",2012-10-01T00:00:00.000,HARRISON,7,185
145,5.9,8.1,MAPLEWOOD (east leg),Weekday,"{'type': 'Point', 'coordinates': [-87.690705, 41.873785]}",2012-10-01T00:00:00.000,HARRISON,7,186
146,11.2,9.7,CAMPBELL,Weekday,"{'type': 'Point', 'coordinates': [-87.688797, 41.873804]}",2012-10-01T00:00:00.000,HARRISON,7,187
147,80.5,83.0,WESTERN,Weekday,"{'type': 'Point', 'coordinates': [-87.686408, 41.87382334]}",2012-10-01T00:00:00.000,HARRISON,7,188
148,13.6,38.8,OAKLEY,Weekday,"{'type': 'Point', 'coordinates': [-87.683913, 41.873882]}",2012-10-01T00:00:00.000,HARRISON,7,189
149,5.8,19.2,LEAVITT,Weekday,"{'type': 'Point', 'coordinates': [-87.681449, 41.873911]}",2012-10-01T00:00:00.000,HARRISON,7,190
150,6.8,11.1,HOYNE,Weekday,"{'type': 'Point', 'coordinates': [-87.67899, 41.87395]}",2012-10-01T00:00:00.000,HARRISON,7,191
151,69.2,42.3,DAMEN,Weekday,"{'type': 'Point', 'coordinates': [-87.67659224, 41.87397341]}",2012-10-01T00:00:00.000,HARRISON,7,192
152,121.3,104.4,ASHLAND,Weekday,"{'type': 'Point', 'coordinates': [-87.6667937, 41.87410558]}",2012-10-01T00:00:00.000,HARRISON,7,193
153,3.5,32.9,LAFLIN,Weekday,"{'type': 'Point', 'coordinates': [-87.664252, 41.874122]}",2012-10-01T00:00:00.000,HARRISON,7,194
154,11.4,64.6,LOOMIS,Weekday,"{'type': 'Point', 'coordinates': [-87.661926, 41.874138]}",2012-10-01T00:00:00.000,HARRISON,7,195
155,4.7,12.4,1335  WEST,Weekday,"{'type': 'Point', 'coordinates': [-87.660176, 41.874142]}",2012-10-01T00:00:00.000,HARRISON,7,196
156,3.9,3.3,1231 WEST,Weekday,"{'type': 'Point', 'coordinates': [-87.658412, 41.874128]}",2012-10-01T00:00:00.000,HARRISON,7,197
157,70.1,62.0,RACINE,Weekday,"{'type': 'Point', 'coordinates': [-87.657167, 41.874191]}",2012-10-01T00:00:00.000,HARRISON,"7, 755",198
158,24.1,26.7,1100 WEST,Weekday,"{'type': 'Point', 'coordinates': [-87.654349, 41.874231]}",2012-10-01T00:00:00.000,HARRISON,"7,60",199
159,352.9,266.2,MORGAN,Weekday,"{'type': 'Point', 'coordinates': [-87.651938, 41.874283]}",2012-10-01T00:00:00.000,HARRISON,"7,60",200
160,239.2,311.6,900 WEST,Weekday,"{'type': 'Point', 'coordinates': [-87.649132, 41.874341]}",2012-10-01T00:00:00.000,HARRISON,"7,60",201
161,642.4,226.3,HARRISON,Weekday,"{'type': 'Point', 'coordinates': [-87.6470399, 41.87474629]}",2012-10-01T00:00:00.000,HALSTED,8,202
162,76.4,109.4,VAN BUREN,Weekday,"{'type': 'Point', 'coordinates': [-87.647117, 41.876549]}",2012-10-01T00:00:00.000,HALSTED,8,203
163,225.9,234.8,JACKSON,Weekday,"{'type': 'Point', 'coordinates': [-87.647165, 41.877832]}",2012-10-01T00:00:00.000,HALSTED,8,204
164,210.9,625.2,BLUE LINE (FOREST PARK),Weekday,"{'type': 'Point', 'coordinates': [-87.647254, 41.8755]}",2012-10-01T00:00:00.000,HALSTED,8,205
165,575.3,414.8,HALSTED,Weekday,"{'type': 'Point', 'coordinates': [-87.64775, 41.874441]}",2012-10-01T00:00:00.000,HARRISON,"7,60,755",206
166,237.3,231.7,900 WEST,Weekday,"{'type': 'Point', 'coordinates': [-87.64986281, 41.87447761]}",2012-10-01T00:00:00.000,HARRISON,"7,60",207
167,195.0,367.2,MORGAN,Weekday,"{'type': 'Point', 'coordinates': [-87.651583, 41.874463]}",2012-10-01T00:00:00.000,HARRISON,"7,60",208
168,18.3,23.0,1100 WEST,Weekday,"{'type': 'Point', 'coordinates': [-87.65445, 41.874376]}",2012-10-01T00:00:00.000,HARRISON,"7,60",209
169,74.1,87.1,RACINE,Weekday,"{'type': 'Point', 'coordinates': [-87.657447, 41.87433]}",2012-10-01T00:00:00.000,HARRISON,"7, 755",210
