,alightings,boardings,cross_street,daytype,location,month,on_street,routes,stop_id
2210,43.1,14.9,PRINCETON,Weekday,"{'type': 'Point', 'coordinates': [-87.63044574, 41.69241002]}",2012-10-01T00:00:00.000,111TH STREET,111,2885
2211,20.7,11.5,PERRY,Weekday,"{'type': 'Point', 'coordinates': [-87.62590285, 41.69246626]}",2012-10-01T00:00:00.000,111TH STREET,111,2887
2212,36.4,7.3,STATE,Weekday,"{'type': 'Point', 'coordinates': [-87.62322428, 41.69251798]}",2012-10-01T00:00:00.000,111TH STREET,111,2888
2213,217.9,99.4,MICHIGAN,Weekday,"{'type': 'Point', 'coordinates': [-87.62122408, 41.69253952]}",2012-10-01T00:00:00.000,111TH STREET,111,2889
2214,33.1,7.1,INDIANA,Weekday,"{'type': 'Point', 'coordinates': [-87.61840705, 41.69257126]}",2012-10-01T00:00:00.000,111TH STREET,111,2890
2215,2.4,0.5,300 EAST,Weekday,"{'type': 'Point', 'coordinates': [-87.615721, 41.692643]}",2012-10-01T00:00:00.000,111TH STREET,111,2891
2216,47.9,3.5,KING DRIVE,Weekday,"{'type': 'Point', 'coordinates': [-87.61350284, 41.69266529]}",2012-10-01T00:00:00.000,111TH STREET,111,2892
2217,43.6,5.1,VERNON,Weekday,"{'type': 'Point', 'coordinates': [-87.61226293, 41.69267046]}",2012-10-01T00:00:00.000,111TH STREET,111,2893
2218,21.7,18.3,COTTAGE GROVE,Weekday,"{'type': 'Point', 'coordinates': [-87.60929577, 41.69269946]}",2012-10-01T00:00:00.000,111TH STREET,111,2895
2219,14.0,2.5,CHAMPLAIN,Weekday,"{'type': 'Point', 'coordinates': [-87.60731053, 41.69275903]}",2012-10-01T00:00:00.000,111TH STREET,111,2896
2220,29.2,2.9,111TH STREET,Weekday,"{'type': 'Point', 'coordinates': [-87.605238, 41.69261147]}",2012-10-01T00:00:00.000,ELLIS,111,2897
2221,56.3,16.0,CORLISS,Weekday,"{'type': 'Point', 'coordinates': [-87.60105314, 41.69125397]}",2012-10-01T00:00:00.000,112TH STREET,111,2898
2222,0.4,17.2,DOTY/CORLISS,Weekday,"{'type': 'Point', 'coordinates': [-87.60099056, 41.69296551]}",2012-10-01T00:00:00.000,111TH STREET,111,2899
2223,3.6,123.6,ELLIS,Weekday,"{'type': 'Point', 'coordinates': [-87.60507142, 41.69288481]}",2012-10-01T00:00:00.000,111TH STREET,111,2900
2224,0.2,3.5,CHAMPLAIN,Weekday,"{'type': 'Point', 'coordinates': [-87.60709915, 41.6928626]}",2012-10-01T00:00:00.000,111TH STREET,111,2901
2225,0.8,4.1,ST. LAWRENCE,Weekday,"{'type': 'Point', 'coordinates': [-87.60839516, 41.69286408]}",2012-10-01T00:00:00.000,111TH STREET,111,2902
2226,19.2,61.9,COTTAGE GROVE,Weekday,"{'type': 'Point', 'coordinates': [-87.6096528, 41.69285166]}",2012-10-01T00:00:00.000,111TH STREET,111,2903
2227,1.6,14.8,EBERHART,Weekday,"{'type': 'Point', 'coordinates': [-87.61131025, 41.6928443]}",2012-10-01T00:00:00.000,111TH STREET,111,2904
2228,15.3,79.4,VERNON,Weekday,"{'type': 'Point', 'coordinates': [-87.61207306, 41.69283532]}",2012-10-01T00:00:00.000,111TH STREET,111,2905
2229,0.5,7.9,300 EAST,Weekday,"{'type': 'Point', 'coordinates': [-87.61587795, 41.69274668]}",2012-10-01T00:00:00.000,111TH STREET,111,2907
2230,17.2,35.8,INDIANA,Weekday,"{'type': 'Point', 'coordinates': [-87.61811225, 41.69271337]}",2012-10-01T00:00:00.000,111TH STREET,111,2908
2231,118.5,276.0,MICHIGAN,Weekday,"{'type': 'Point', 'coordinates': [-87.62129366, 41.69267361]}",2012-10-01T00:00:00.000,111TH STREET,111,2909
2232,12.9,44.8,STATE,Weekday,"{'type': 'Point', 'coordinates': [-87.62300112, 41.69265744]}",2012-10-01T00:00:00.000,111TH STREET,111,2910
2233,17.2,30.7,PERRY,Weekday,"{'type': 'Point', 'coordinates': [-87.62570417, 41.69260454]}",2012-10-01T00:00:00.000,111TH STREET,111,2911
2234,44.4,52.7,WENTWORTH,Weekday,"{'type': 'Point', 'coordinates': [-87.62776713, 41.69257978]}",2012-10-01T00:00:00.000,111TH STREET,111,2912
2235,23.1,26.7,PRINCETON,Weekday,"{'type': 'Point', 'coordinates': [-87.63024203, 41.69254106]}",2012-10-01T00:00:00.000,111TH STREET,111,2913
2236,18.9,13.2,RR CROSSING AT STEWART,Weekday,"{'type': 'Point', 'coordinates': [-87.63235503, 41.69250505]}",2012-10-01T00:00:00.000,111TH STREET,111,2914
2237,29.7,30.2,NORMAL,Weekday,"{'type': 'Point', 'coordinates': [-87.6350815, 41.69251577]}",2012-10-01T00:00:00.000,111TH STREET,111,2915
2238,31.1,10.7,WALLACE,Weekday,"{'type': 'Point', 'coordinates': [-87.63739317, 41.69248222]}",2012-10-01T00:00:00.000,111TH STREET,111,2916
2239,103.0,10.6,UNION,Weekday,"{'type': 'Point', 'coordinates': [-87.63986531, 41.69244443]}",2012-10-01T00:00:00.000,111TH STREET,111,2917
2240,3.6,8.5,PEORIA,Weekday,"{'type': 'Point', 'coordinates': [-87.64468259, 41.69238334]}",2012-10-01T00:00:00.000,111TH STREET,111,2919
2241,9.8,9.6,MORGAN,Weekday,"{'type': 'Point', 'coordinates': [-87.64706239, 41.69236761]}",2012-10-01T00:00:00.000,111TH STREET,111,2920
2242,21.0,17.6,ABERDEEN,Weekday,"{'type': 'Point', 'coordinates': [-87.64952598, 41.69231179]}",2012-10-01T00:00:00.000,111TH STREET,111,2921
2243,54.2,38.8,RACINE,Weekday,"{'type': 'Point', 'coordinates': [-87.65202242, 41.692279]}",2012-10-01T00:00:00.000,111TH STREET,111,2922
2244,49.9,35.2,THROOP,Weekday,"{'type': 'Point', 'coordinates': [-87.65444652, 41.69229365]}",2012-10-01T00:00:00.000,111TH STREET,111,2923
2245,24.4,17.8,LOOMIS,Weekday,"{'type': 'Point', 'coordinates': [-87.65684867, 41.69223379]}",2012-10-01T00:00:00.000,111TH STREET,111,2924
2246,29.5,24.1,BISHOP,Weekday,"{'type': 'Point', 'coordinates': [-87.65840651, 41.6922366]}",2012-10-01T00:00:00.000,111TH STREET,111,2925
2247,14.9,14.2,ASHLAND,Weekday,"{'type': 'Point', 'coordinates': [-87.66171733, 41.69217636]}",2012-10-01T00:00:00.000,111TH STREET,111,2927
2248,163.2,57.8,111TH STREET,Weekday,"{'type': 'Point', 'coordinates': [-87.66351941, 41.69200516]}",2012-10-01T00:00:00.000,VINCENNES,"111,112",2928
2249,181.3,211.1,MONTEREY,Weekday,"{'type': 'Point', 'coordinates': [-87.66467522, 41.69023866]}",2012-10-01T00:00:00.000,VINCENNES,"111,112",2929
2250,6.8,12.5,MONTVALE,Weekday,"{'type': 'Point', 'coordinates': [-87.66565856, 41.68846807]}",2012-10-01T00:00:00.000,VINCENNES,111,2930
2251,10.0,16.3,EDMAIRE,Weekday,"{'type': 'Point', 'coordinates': [-87.66662467, 41.68678778]}",2012-10-01T00:00:00.000,VINCENNES,111,2931
2252,12.1,45.8,VINCENNES,Weekday,"{'type': 'Point', 'coordinates': [-87.66734863, 41.68464531]}",2012-10-01T00:00:00.000,115TH STREET,111,2932
2253,1.1,4.6,WATKINS/WOOD,Weekday,"{'type': 'Point', 'coordinates': [-87.66605773, 41.68467814]}",2012-10-01T00:00:00.000,115TH STREET,111,2933
2254,36.7,58.0,1700 WEST RR CROSSING,Weekday,"{'type': 'Point', 'coordinates': [-87.66405046, 41.6846913]}",2012-10-01T00:00:00.000,115TH STREET,111,2934
2255,14.3,64.8,LAFLIN (east leg),Weekday,"{'type': 'Point', 'coordinates': [-87.65925073, 41.68479409]}",2012-10-01T00:00:00.000,115TH STREET,111,2936
2256,11.3,47.5,LOOMIS,Weekday,"{'type': 'Point', 'coordinates': [-87.65676935, 41.68480983]}",2012-10-01T00:00:00.000,115TH STREET,111,2937
2257,14.8,49.9,THROOP,Weekday,"{'type': 'Point', 'coordinates': [-87.65435135, 41.68483883]}",2012-10-01T00:00:00.000,115TH STREET,111,2938
2258,22.0,81.2,RACINE,Weekday,"{'type': 'Point', 'coordinates': [-87.65196366, 41.68489116]}",2012-10-01T00:00:00.000,115TH STREET,111,2939
2259,11.2,31.7,ABERDEEN,Weekday,"{'type': 'Point', 'coordinates': [-87.64950931, 41.68493495]}",2012-10-01T00:00:00.000,115TH STREET,111,2940
2260,25.9,56.8,MORGAN,Weekday,"{'type': 'Point', 'coordinates': [-87.64707531, 41.68495795]}",2012-10-01T00:00:00.000,115TH STREET,111,2941
2261,17.7,6.6,900 WEST,Weekday,"{'type': 'Point', 'coordinates': [-87.64464348, 41.68495476]}",2012-10-01T00:00:00.000,115TH STREET,111,2942
2262,119.3,207.0,HALSTED,Weekday,"{'type': 'Point', 'coordinates': [-87.64233559, 41.68501272]}",2012-10-01T00:00:00.000,115TH STREET,111,2943
2263,3.6,22.3,UNION (west leg),Weekday,"{'type': 'Point', 'coordinates': [-87.64050686, 41.68504356]}",2012-10-01T00:00:00.000,115TH STREET,111,2944
2264,14.7,32.9,WALLACE,Weekday,"{'type': 'Point', 'coordinates': [-87.63750516, 41.68509776]}",2012-10-01T00:00:00.000,115TH STREET,111,2945
2265,27.6,32.6,NORMAL,Weekday,"{'type': 'Point', 'coordinates': [-87.63512216, 41.68514276]}",2012-10-01T00:00:00.000,115TH STREET,111,2946
2266,35.4,82.6,STEWART,Weekday,"{'type': 'Point', 'coordinates': [-87.63262417, 41.68514468]}",2012-10-01T00:00:00.000,115TH STREET,111,2947
2267,27.3,53.7,PRINCETON,Weekday,"{'type': 'Point', 'coordinates': [-87.63023608, 41.6851686]}",2012-10-01T00:00:00.000,115TH STREET,111,2948
2268,22.7,46.9,WENTWORTH,Weekday,"{'type': 'Point', 'coordinates': [-87.62776623, 41.68517096]}",2012-10-01T00:00:00.000,115TH STREET,111,2949
2269,22.0,32.6,PERRY,Weekday,"{'type': 'Point', 'coordinates': [-87.62557885, 41.68523219]}",2012-10-01T00:00:00.000,115TH STREET,111,2950
2270,15.8,12.9,STATE,Weekday,"{'type': 'Point', 'coordinates': [-87.62301942, 41.68523305]}",2012-10-01T00:00:00.000,115TH STREET,111,2951
2271,138.6,83.3,MICHIGAN,Weekday,"{'type': 'Point', 'coordinates': [-87.62091766, 41.68525451]}",2012-10-01T00:00:00.000,115TH STREET,111,2952
2272,12.0,24.9,INDIANA,Weekday,"{'type': 'Point', 'coordinates': [-87.61816629, 41.6852873]}",2012-10-01T00:00:00.000,115TH STREET,111,2953
2273,11.1,19.3,PRAIRIE,Weekday,"{'type': 'Point', 'coordinates': [-87.61690713, 41.68532545]}",2012-10-01T00:00:00.000,115TH STREET,111,2954
2274,16.1,28.1,FOREST,Weekday,"{'type': 'Point', 'coordinates': [-87.61558655, 41.68534868]}",2012-10-01T00:00:00.000,115TH STREET,111,2955
2275,0.6,15.0,11000 SOUTH,Weekday,"{'type': 'Point', 'coordinates': [-87.609317, 41.694642]}",2012-10-01T00:00:00.000,COTTAGE GROVE,111,2962
2276,9.2,12.9,108TH STREET,Weekday,"{'type': 'Point', 'coordinates': [-87.60851835, 41.69807138]}",2012-10-01T00:00:00.000,COTTAGE GROVE,111,2964
2277,7.2,27.7,106TH STREET,Weekday,"{'type': 'Point', 'coordinates': [-87.60768673, 41.70187686]}",2012-10-01T00:00:00.000,COTTAGE GROVE,111,2966
2278,15.4,57.6,105TH STREET,Weekday,"{'type': 'Point', 'coordinates': [-87.60724793, 41.70369159]}",2012-10-01T00:00:00.000,COTTAGE GROVE,111,2967
2279,65.3,21.8,104TH STREET,Weekday,"{'type': 'Point', 'coordinates': [-87.60683823, 41.70552793]}",2012-10-01T00:00:00.000,COTTAGE GROVE,111,2968
2280,0.5,6.8,10200 SOUTH,Weekday,"{'type': 'Point', 'coordinates': [-87.60602576, 41.70919436]}",2012-10-01T00:00:00.000,COTTAGE GROVE,111,2970
2281,5.3,15.3,101ST STREET,Weekday,"{'type': 'Point', 'coordinates': [-87.60558607, 41.71118024]}",2012-10-01T00:00:00.000,COTTAGE GROVE,111,2971
2282,11.7,92.0,100TH STREET,Weekday,"{'type': 'Point', 'coordinates': [-87.60521175, 41.71274894]}",2012-10-01T00:00:00.000,COTTAGE GROVE,111,2972
2283,0.6,1.1,99TH STREET,Weekday,"{'type': 'Point', 'coordinates': [-87.60475957, 41.71463028]}",2012-10-01T00:00:00.000,COTTAGE GROVE,111,2973
2284,11.9,41.2,98TH STREET,Weekday,"{'type': 'Point', 'coordinates': [-87.60435845, 41.71654592]}",2012-10-01T00:00:00.000,COTTAGE GROVE,111,2974
2285,1.5,8.7,9700 SOUTH,Weekday,"{'type': 'Point', 'coordinates': [-87.6039536, 41.71834278]}",2012-10-01T00:00:00.000,COTTAGE GROVE,111,2975
2286,0.7,1.2,9600 SOUTH,Weekday,"{'type': 'Point', 'coordinates': [-87.60351594, 41.720194]}",2012-10-01T00:00:00.000,COTTAGE GROVE,111,2976
2287,94.8,7.7,100' S. OF 95TH STREET,Weekday,"{'type': 'Point', 'coordinates': [-87.60321173, 41.72151969]}",2012-10-01T00:00:00.000,COTTAGE GROVE,111,2977
2288,284.6,134.1,COTTAGE GROVE (west leg),Weekday,"{'type': 'Point', 'coordinates': [-87.60505341, 41.72214901]}",2012-10-01T00:00:00.000,95TH STREET,"100,111",2978
2289,116.9,168.2,ST. LAWRENCE,Weekday,"{'type': 'Point', 'coordinates': [-87.60922056, 41.72207767]}",2012-10-01T00:00:00.000,95TH STREET,"N5,95E,100,111",2979
2290,17.3,34.8,FOREST,Weekday,"{'type': 'Point', 'coordinates': [-87.61645985, 41.72195589]}",2012-10-01T00:00:00.000,95TH STREET,"N5,95E,111",2980
2291,27.7,10.9,INDIANA,Weekday,"{'type': 'Point', 'coordinates': [-87.61881939, 41.72191694]}",2012-10-01T00:00:00.000,95TH STREET,"N5,95E,111",2981
2292,1439.7,63.7,MICHIGAN,Weekday,"{'type': 'Point', 'coordinates': [-87.62102781, 41.72187674]}",2012-10-01T00:00:00.000,95TH STREET,"N5,34,95E,100,103,106,111,119",2982
2293,25.1,4.7,130TH STREET,Weekday,"{'type': 'Point', 'coordinates': [-87.61074682, 41.65883601]}",2012-10-01T00:00:00.000,EBERHART,34,2985
2294,57.9,10.0,RHODES,Weekday,"{'type': 'Point', 'coordinates': [-87.609858, 41.65733]}",2012-10-01T00:00:00.000,131ST STREET,34,2986
2295,121.3,29.8,ST. LAWRENCE,Weekday,"{'type': 'Point', 'coordinates': [-87.60769442, 41.6573664]}",2012-10-01T00:00:00.000,131ST STREET,34,2987
2296,383.8,101.1,LANGLEY,Weekday,"{'type': 'Point', 'coordinates': [-87.60477439, 41.65726797]}",2012-10-01T00:00:00.000,131ST STREET,34,2988
2297,146.7,43.7,CORLISS,Weekday,"{'type': 'Point', 'coordinates': [-87.6023, 41.6571]}",2012-10-01T00:00:00.000,131ST STREET,34,2989
2298,105.9,57.6,INGLESIDE,Weekday,"{'type': 'Point', 'coordinates': [-87.60006697, 41.65715842]}",2012-10-01T00:00:00.000,131ST STREET,34,2990
2299,147.4,52.3,north of ROSCOE,Weekday,"{'type': 'Point', 'coordinates': [-87.69819233, 41.94464646]}",2012-10-01T00:00:00.000,CALIFORNIA,52,2993
2300,0.1,31.4,ROSCOE,Weekday,"{'type': 'Point', 'coordinates': [-87.69801167, 41.94291437]}",2012-10-01T00:00:00.000,CALIFORNIA,52,2994
2301,1.3,15.0,MELROSE,Weekday,"{'type': 'Point', 'coordinates': [-87.697913, 41.940325]}",2012-10-01T00:00:00.000,CALIFORNIA,52,2995
2302,7.0,161.3,BELMONT,Weekday,"{'type': 'Point', 'coordinates': [-87.69791818, 41.93952359]}",2012-10-01T00:00:00.000,CALIFORNIA,52,2996
2303,3.3,53.2,BARRY,Weekday,"{'type': 'Point', 'coordinates': [-87.697837, 41.937648]}",2012-10-01T00:00:00.000,CALIFORNIA,52,2997
2304,22.9,31.2,MONTROSE,Weekday,"{'type': 'Point', 'coordinates': [-87.80730873, 41.95995709]}",2012-10-01T00:00:00.000,HARLEM,90,11770
2305,4.3,74.4,WELLINGTON,Weekday,"{'type': 'Point', 'coordinates': [-87.697797, 41.935813]}",2012-10-01T00:00:00.000,CALIFORNIA,52,2998
2306,3.6,10.6,GEORGE,Weekday,"{'type': 'Point', 'coordinates': [-87.69776578, 41.93463044]}",2012-10-01T00:00:00.000,CALIFORNIA,52,2999
2307,1.5,19.0,SCHUBERT,Weekday,"{'type': 'Point', 'coordinates': [-87.697631, 41.930271]}",2012-10-01T00:00:00.000,CALIFORNIA,52,3001
2308,6.4,42.1,LOGAN (n. service drive),Weekday,"{'type': 'Point', 'coordinates': [-87.69762089, 41.92877187]}",2012-10-01T00:00:00.000,CALIFORNIA,52,3002
2309,5.6,20.0,LOGAN (s. service drive),Weekday,"{'type': 'Point', 'coordinates': [-87.69760079, 41.92812531]}",2012-10-01T00:00:00.000,CALIFORNIA,52,3003
2310,11.8,15.4,ALTGELD,Weekday,"{'type': 'Point', 'coordinates': [-87.69754737, 41.92675911]}",2012-10-01T00:00:00.000,CALIFORNIA,52,3004
2311,177.7,214.3,MILWAUKEE,Weekday,"{'type': 'Point', 'coordinates': [-87.69744573, 41.92309537]}",2012-10-01T00:00:00.000,CALIFORNIA,52,3006
2312,59.0,487.3,PALMER,Weekday,"{'type': 'Point', 'coordinates': [-87.69740341, 41.92179621]}",2012-10-01T00:00:00.000,CALIFORNIA,52,3007
2313,10.4,22.4,DICKENS,Weekday,"{'type': 'Point', 'coordinates': [-87.69734055, 41.91970425]}",2012-10-01T00:00:00.000,CALIFORNIA,52,3009
2314,106.8,232.8,ARMITAGE,Weekday,"{'type': 'Point', 'coordinates': [-87.69727933, 41.91759312]}",2012-10-01T00:00:00.000,CALIFORNIA,52,3010
2315,45.1,45.3,CORTLAND,Weekday,"{'type': 'Point', 'coordinates': [-87.697209, 41.915764]}",2012-10-01T00:00:00.000,CALIFORNIA,52,3011
2316,7.9,7.1,BLOOMINGDALE,Weekday,"{'type': 'Point', 'coordinates': [-87.69717068, 41.9141084]}",2012-10-01T00:00:00.000,CALIFORNIA,52,3012
2317,127.9,39.4,WABANSIA (north leg),Weekday,"{'type': 'Point', 'coordinates': [-87.697112, 41.912447]}",2012-10-01T00:00:00.000,CALIFORNIA,52,3013
2318,22.4,26.8,LE MOYNE,Weekday,"{'type': 'Point', 'coordinates': [-87.69711126, 41.90852113]}",2012-10-01T00:00:00.000,CALIFORNIA,52,3015
2319,72.7,51.9,HIRSCH,Weekday,"{'type': 'Point', 'coordinates': [-87.69706084, 41.9066899]}",2012-10-01T00:00:00.000,CALIFORNIA,52,3016
2320,35.1,20.0,EVERGREEN,Weekday,"{'type': 'Point', 'coordinates': [-87.696986, 41.905656]}",2012-10-01T00:00:00.000,CALIFORNIA,52,3017
2321,28.6,11.5,POTOMAC,Weekday,"{'type': 'Point', 'coordinates': [-87.6970125, 41.90475723]}",2012-10-01T00:00:00.000,CALIFORNIA,52,3018
2322,244.7,184.3,DIVISION,Weekday,"{'type': 'Point', 'coordinates': [-87.6969811, 41.90302616]}",2012-10-01T00:00:00.000,CALIFORNIA,52,3019
2323,106.4,49.4,THOMAS,Weekday,"{'type': 'Point', 'coordinates': [-87.696915, 41.901183]}",2012-10-01T00:00:00.000,CALIFORNIA,52,3020
2324,92.3,54.5,AUGUSTA,Weekday,"{'type': 'Point', 'coordinates': [-87.69688045, 41.89939053]}",2012-10-01T00:00:00.000,CALIFORNIA,52,3021
2325,130.9,33.3,CHICAGO,Weekday,"{'type': 'Point', 'coordinates': [-87.69679557, 41.89577412]}",2012-10-01T00:00:00.000,CALIFORNIA,52,3023
2326,116.7,464.7,CHICAGO,Weekday,"{'type': 'Point', 'coordinates': [-87.706631, 41.895366]}",2012-10-01T00:00:00.000,KEDZIE,52,3024
2327,18.7,56.1,HURON,Weekday,"{'type': 'Point', 'coordinates': [-87.706572, 41.893798]}",2012-10-01T00:00:00.000,KEDZIE,52,3025
2328,45.9,83.1,OHIO,Weekday,"{'type': 'Point', 'coordinates': [-87.70652731, 41.89205631]}",2012-10-01T00:00:00.000,KEDZIE,52,3026
2329,59.7,178.7,FRANKLIN(s.service drive),Weekday,"{'type': 'Point', 'coordinates': [-87.70647759, 41.88964213]}",2012-10-01T00:00:00.000,KEDZIE,52,3028
2330,25.0,16.0,CARROLL,Weekday,"{'type': 'Point', 'coordinates': [-87.70640263, 41.88759307]}",2012-10-01T00:00:00.000,KEDZIE,52,3030
2331,25.3,18.8,MONROE,Weekday,"{'type': 'Point', 'coordinates': [-87.70616241, 41.87978999]}",2012-10-01T00:00:00.000,KEDZIE,52,3037
2332,145.2,116.7,ADAMS,Weekday,"{'type': 'Point', 'coordinates': [-87.706128, 41.878447]}",2012-10-01T00:00:00.000,KEDZIE,52,3038
2333,79.9,160.7,VAN BUREN (south leg),Weekday,"{'type': 'Point', 'coordinates': [-87.706024, 41.875956]}",2012-10-01T00:00:00.000,KEDZIE,52,3040
2334,77.8,130.8,BLUE LINE (FOREST PARK),Weekday,"{'type': 'Point', 'coordinates': [-87.70601698, 41.87425108]}",2012-10-01T00:00:00.000,KEDZIE,52,3041
2335,48.2,23.7,POLK,Weekday,"{'type': 'Point', 'coordinates': [-87.705893, 41.871041]}",2012-10-01T00:00:00.000,KEDZIE,52,3044
2336,235.6,150.9,ROOSEVELT,Weekday,"{'type': 'Point', 'coordinates': [-87.70577397, 41.86660037]}",2012-10-01T00:00:00.000,KEDZIE,52,3047
2337,120.4,35.0,13TH STREET,Weekday,"{'type': 'Point', 'coordinates': [-87.705681, 41.864651]}",2012-10-01T00:00:00.000,KEDZIE,52,3048
2338,73.9,31.3,DOUGLAS (s.service drive),Weekday,"{'type': 'Point', 'coordinates': [-87.70566139, 41.86233623]}",2012-10-01T00:00:00.000,KEDZIE,52,3050
2339,106.3,27.4,15TH STREET (south leg),Weekday,"{'type': 'Point', 'coordinates': [-87.705589, 41.861384]}",2012-10-01T00:00:00.000,KEDZIE,52,3051
2340,50.3,22.2,OGDEN (s. service drive),Weekday,"{'type': 'Point', 'coordinates': [-87.70549982, 41.85743874]}",2012-10-01T00:00:00.000,KEDZIE,52,3053
2341,81.7,25.7,19TH STREET,Weekday,"{'type': 'Point', 'coordinates': [-87.705422, 41.85549]}",2012-10-01T00:00:00.000,KEDZIE,52,3054
2342,161.5,201.1,PINK LINE STATION,Weekday,"{'type': 'Point', 'coordinates': [-87.70539304, 41.85409804]}",2012-10-01T00:00:00.000,KEDZIE,52,3055
2343,37.3,35.5,23RD STREET,Weekday,"{'type': 'Point', 'coordinates': [-87.705265, 41.850031]}",2012-10-01T00:00:00.000,KEDZIE,52,3057
2344,48.5,80.0,24TH STREET,Weekday,"{'type': 'Point', 'coordinates': [-87.70522659, 41.84828519]}",2012-10-01T00:00:00.000,KEDZIE,52,3058
2345,54.1,53.7,25TH STREET,Weekday,"{'type': 'Point', 'coordinates': [-87.705158, 41.846404]}",2012-10-01T00:00:00.000,KEDZIE,52,3059
2346,183.4,316.0,26TH STREET,Weekday,"{'type': 'Point', 'coordinates': [-87.70513247, 41.8446022]}",2012-10-01T00:00:00.000,KEDZIE,52,3060
2347,28.0,47.3,27TH STREET,Weekday,"{'type': 'Point', 'coordinates': [-87.70505, 41.842771]}",2012-10-01T00:00:00.000,KEDZIE,52,3061
2348,28.7,46.6,28TH STREET,Weekday,"{'type': 'Point', 'coordinates': [-87.70501114, 41.84095751]}",2012-10-01T00:00:00.000,KEDZIE,52,3062
2349,24.9,20.1,30TH STREET,Weekday,"{'type': 'Point', 'coordinates': [-87.70494, 41.839129]}",2012-10-01T00:00:00.000,KEDZIE,52,3063
2350,5.8,6.8,3201 SOUTH,Weekday,"{'type': 'Point', 'coordinates': [-87.70484532, 41.83547678]}",2012-10-01T00:00:00.000,KEDZIE,"35,52",3065
2351,22.8,36.4,3349 SOUTH,Weekday,"{'type': 'Point', 'coordinates': [-87.70476521, 41.83257502]}",2012-10-01T00:00:00.000,KEDZIE,"35,52",3066
2352,3.2,2.0,driveway to 3448 SOUTH,Weekday,"{'type': 'Point', 'coordinates': [-87.70471624, 41.83105205]}",2012-10-01T00:00:00.000,KEDZIE,"35,52",3067
2353,36.4,30.8,36TH STREET,Weekday,"{'type': 'Point', 'coordinates': [-87.70465074, 41.82817004]}",2012-10-01T00:00:00.000,KEDZIE,52,3068
2354,28.0,8.1,3700 SOUTH RR viaduct,Weekday,"{'type': 'Point', 'coordinates': [-87.70459, 41.826163]}",2012-10-01T00:00:00.000,KEDZIE,52,3070
2355,24.0,15.1,41ST STREET,Weekday,"{'type': 'Point', 'coordinates': [-87.70448889, 41.81903549]}",2012-10-01T00:00:00.000,KEDZIE,52,3074
2356,15.2,11.9,42ND STREET,Weekday,"{'type': 'Point', 'coordinates': [-87.704367, 41.817214]}",2012-10-01T00:00:00.000,KEDZIE,52,3075
2357,57.0,19.2,43RD STREET,Weekday,"{'type': 'Point', 'coordinates': [-87.70434882, 41.81552256]}",2012-10-01T00:00:00.000,KEDZIE,52,3076
2358,21.6,42.5,45TH STREET,Weekday,"{'type': 'Point', 'coordinates': [-87.70421358, 41.81185697]}",2012-10-01T00:00:00.000,KEDZIE,52,3078
2359,27.9,26.5,46TH STREET,Weekday,"{'type': 'Point', 'coordinates': [-87.70413214, 41.81007343]}",2012-10-01T00:00:00.000,KEDZIE,52,3079
2360,22.9,2.7,48TH PLACE (north leg),Weekday,"{'type': 'Point', 'coordinates': [-87.70398, 41.805777]}",2012-10-01T00:00:00.000,KEDZIE,"47,52",3082
2361,35.6,189.9,ORANGE LINE STATION,Weekday,"{'type': 'Point', 'coordinates': [-87.70453888, 41.80486481]}",2012-10-01T00:00:00.000,KEDZIE,47,3083
2362,67.9,198.5,dwy n.of KMART bldg-5000s,Weekday,"{'type': 'Point', 'coordinates': [-87.70395464, 41.80281143]}",2012-10-01T00:00:00.000,KEDZIE,"51,52,52A",3085
2363,63.3,180.3,51ST STREET,Weekday,"{'type': 'Point', 'coordinates': [-87.70386606, 41.80091525]}",2012-10-01T00:00:00.000,KEDZIE,"52,52A",3086
2364,52.1,36.0,52ND STREET,Weekday,"{'type': 'Point', 'coordinates': [-87.70379432, 41.79906955]}",2012-10-01T00:00:00.000,KEDZIE,"52,52A",3087
2365,72.8,17.5,54TH STREET,Weekday,"{'type': 'Point', 'coordinates': [-87.7036717, 41.79543405]}",2012-10-01T00:00:00.000,KEDZIE,"52,52A",3089
2366,326.5,213.2,55TH STREET,Weekday,"{'type': 'Point', 'coordinates': [-87.70365104, 41.79364014]}",2012-10-01T00:00:00.000,KEDZIE,"52,52A",3090
2367,61.9,20.7,56TH STREET,Weekday,"{'type': 'Point', 'coordinates': [-87.7035844, 41.79178516]}",2012-10-01T00:00:00.000,KEDZIE,"52,52A",3091
2368,101.4,16.4,57TH STREET,Weekday,"{'type': 'Point', 'coordinates': [-87.70353155, 41.78996466]}",2012-10-01T00:00:00.000,KEDZIE,"52,52A",3092
2369,195.6,77.0,58TH STREET,Weekday,"{'type': 'Point', 'coordinates': [-87.7034698, 41.78818698]}",2012-10-01T00:00:00.000,KEDZIE,"52,52A",3093
2370,104.1,19.6,60TH STREET,Weekday,"{'type': 'Point', 'coordinates': [-87.70335784, 41.7845285]}",2012-10-01T00:00:00.000,KEDZIE,"52,52A",3095
2371,204.5,26.7,62ND STREET,Weekday,"{'type': 'Point', 'coordinates': [-87.70327083, 41.7808785]}",2012-10-01T00:00:00.000,KEDZIE,"52,52A",3097
2372,151.4,228.2,63RD PLACE,Weekday,"{'type': 'Point', 'coordinates': [-87.70334562, 41.77832526]}",2012-10-01T00:00:00.000,KEDZIE,52,3099
